Time (s),Set Temperature (°C),Current Temperature (°C), Proportional, Integral, Derivative, Output Current (A)
332.34661293029785,70.0,71.14136588936003,-2.2827317787200627,55.9473026816791,0.0,536.6457090295903
333.35170912742615,70.0,71.14136588936003,-2.2827317787200627,55.83316609274309,0.0,535.5043431402303
334.348650932312,70.0,71.14136588936003,-2.2827317787200627,55.71902950380709,0.0,534.3629772508702
335.355229139328,70.0,71.10706887186204,-2.2141377437240806,55.60832261662089,0.00445861227473884,533.9864348517154
336.4031801223755,70.0,71.10706887186204,-2.2141377437240806,55.49761572943469,0.0,532.8347798571061
337.415664434433,70.0,71.07277220944354,-2.1455444188870842,55.39033850849034,0.004458566114404761,532.4925265571766
338.4246594905853,80.0,71.07277220944354,17.854455581112916,56.28306128754598,1.3,754.3751686865891
340.19769310951233,80.0,71.24425907244215,17.511481855115704,57.158635380301774,-0.022293292189818743,746.4782394322766
341.9079713821411,80.0,71.55295779956377,16.894084400872458,58.0033396003454,-0.040130834525810996,748.5729316669205
343.6374704837799,80.0,71.9646008618902,16.07079827621959,58.80687951415638,-0.05351359810243636,748.2416419227353
345.3401069641113,80.0,72.34198528770158,15.316029424596849,59.57268098538622,-0.04905997535547826,748.3965043462761
347.0447418689728,80.0,72.75372644492782,14.492547110144358,60.29730834089344,-0.05352635043941192,747.3632910059838
348.76849341392517,80.0,73.16551880994935,13.668962380101306,60.9807564598985,-0.05353300745279839,745.9618583254701
350.47541999816895,80.0,73.61168501412877,12.776629971742466,61.619587958485624,-0.058001606543324584,743.3821632368476
352.1925597190857,80.0,74.02358412345008,11.952831753099844,62.21722954614062,-0.05354688421177045,741.165144150287
353.9784903526306,80.0,74.43553449952924,11.12893100094152,62.7736760961877,-0.053553548890291014,738.4905354823893
355.6927740573883,80.0,74.77886565551552,10.442268688968966,63.29578953063615,-0.04463305027821605,736.9342516932688
357.40194177627563,80.0,75.12223243780055,9.755535124398904,63.78356628685609,-0.04463768169705404,734.9446372955794
359.15424513816833,80.0,75.49997705992809,9.00004588014383,64.23356858086329,-0.0491068008765798,731.8450766013053
360.8604483604431,80.0,75.80907292564352,8.38185414871296,64.65266128829894,-0.040182462543006496,729.943329744689
362.5683813095093,80.0,76.18689598788592,7.626208024228163,65.03397168951035,-0.049116998091511876,726.1106271564701
364.30473589897156,80.0,76.49605605186964,7.007887896260712,65.38436608432339,-0.04019080831788429,723.5206317226621
366.0191731452942,80.0,76.80524501812776,6.389509963744473,65.7038415825106,-0.04019456561355554,720.5315698064152
367.73834443092346,80.0,77.11446289476767,5.771074210464661,65.99239529303384,-0.04019832396318776,717.2327117953532
369.46988105773926,80.0,77.4237096899005,5.152580620198989,66.25002432404379,-0.04020208336726867,713.6240286087552
371.2111985683441,80.0,77.6642549732307,4.671490053538605,66.48359882672071,-0.03127088683292499,711.2381799342638
372.92740082740784,80.0,77.93918530048207,4.121629399035868,66.6896802966725,-0.035740942542677914,707.755687531657
374.92591190338135,80.0,78.21413849401799,3.571723011964025,66.8682664472707,-0.0357439151596698,704.0424554407505
376.6358449459076,80.0,78.45474130034683,3.09051739930635,67.02279231723601,-0.03127836482274887,700.820313517196
378.41815304756165,80.0,78.69536162186809,2.6092767562638244,67.1532561550492,-0.031280641797764165,697.3125226951527
380.14116978645325,80.0,78.97037772711725,2.0592445457654946,67.25621838233748,-0.035752093682391434,692.7971083442059
381.85410833358765,80.0,79.17665482579172,1.6466903484165698,67.33855289975831,-0.026816022827680117,689.5842722534721
383.571665763855,80.0,79.38294480120626,1.2341103975874717,67.40025841963768,-0.026817696803891383,686.0755112042126
385.32237815856934,80.0,79.55486295218992,0.8902740956201569,67.44477212441869,-0.02234935962787546,683.1269686041096
386.0536494255066,80.0,79.62363271717585,0.7527345656482964,67.4824088527011,-0.008940069448170931,682.2620334890122
387.07711935043335,80.0,79.76117654122552,0.4776469175489524,67.50629119857855,-0.017880697126457363,679.6605741900105
388.10470628738403,80.0,79.86433816693282,0.2713236661343501,67.51985738188527,-0.013411011341949148,677.7777003667768
389.23775362968445,80.0,79.96750301383574,0.06499397232852289,67.52310708050169,-0.01341143009737877,675.7468962273283
390.2517604827881,80.0,80.1050611543097,-0.21012230861938974,67.51260096507072,-0.01788255826161432,672.8459609818971
391.2690360546112,80.0,80.17384237243527,-0.34768474487054846,67.49521672782718,-0.008941558356325317,671.3859042460031
392.2848844528198,80.0,80.27701688473529,-0.5540337694705784,67.46751503935366,-0.013412686599001944,669.0006858328409
393.3257517814636,80.0,80.34580168314052,-0.6916033662810435,67.4329348710396,-0.008942023792680233,667.3238948096588
394.5220527648926,80.0,80.41458791381417,-0.8291758276283474,67.39147607965819,-0.008942209987574756,665.5335804204226
395.5372714996338,80.0,80.48337557684599,-0.9667511536919733,67.34313852197359,-0.008942396194135683,663.6744497208748
396.5614085197449,80.0,80.58655975726046,-1.17311951452092,67.28448254624753,-0.01341394345388153,660.9794908827273
397.59154987335205,80.0,80.65535100157858,-1.3107020031571608,67.21894744608969,-0.008942861761355659,658.9930258117117
398.6192750930786,80.0,80.68974716098413,-1.3794943219682523,67.14997272999128,-0.004471500722720947,657.6600690730031
399.70850586891174,80.0,80.75854055434228,-1.5170811086845504,67.07411867455704,-0.008943141136559377,655.4809442473594
400.7313868999481,80.0,80.79293778831816,-1.5858755766363117,66.99482489572523,-0.004471640416864489,654.0447767867205
401.7711124420166,80.0,80.86173333091834,-1.7234666618366816,66.9086515626334,-0.008943420538024043,651.7624148025869
402.8104999065399,80.0,80.89613163956555,-1.792263279131106,66.81903839867685,-0.004471780124137581,650.2230333942161
403.825984954834,80.0,80.93053030645869,-1.8610606129173846,66.72598536803098,-0.00447182669610811,648.6045292841749
404.9959831237793,80.0,81.03372845672672,-2.067456913453441,66.62261252235831,-0.01341575953484366,645.4173984937004
406.0233008861542,80.0,81.06812855671622,-2.1362571134324355,66.51579966668668,-0.004472012998634653,643.750705402556
